itemid,appno,docname,country_name,country_code,articles,year,judgement_date,applicant_type,has_violation,violation_count,no_violation_count,violated_articles,no_violation_articles,has_mixed_decision,judge_president,judge_count,judge_names_list
001-85349,24229/03,"CASE OF BRAGA, TIMOFEYEV AND KIRYUSHKINA v. RUSSIA",Russian Federation,ru,6,2008,06/03/2008 00:00:00,Individual,True,1,0,6,,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoli Kovler|Khanlar Hajiyev|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|Søren Nielsen
001-59339,45276/99,CASE OF HILAL v. THE UNITED KINGDOM,United Kingdom,gb,"3, 6, 13, 41, 8",2001,06/03/2001 00:00:00,Individual,True,1,1,3,13,True,,0,
001-59156,24876/94,CASE OF COSTER v. THE UNITED KINGDOM,United Kingdom,gb,"p1-2, p1-1, 14, 8, 36",2001,18/01/2001 00:00:00,Individual,False,0,2,,"8, 14",False,MrL. Wildhaber,17,MrL. Wildhaber|MrJ.-P. Costa|MrA. Pastor Ridruejo|MrG. Bonello|MrP. Kūris|MrR. Türmen|MrsF. Tulkens|MrsV. Strážnická|MrP. Lorenzen|MrM. Fischbach|MrV. Butkevych|MrJ. Casadevall|MrsH.S. Greve|MrA.B. Baka|MrsS. Botoucharova|MrM. Ugrekhelidze|Lord Justice Schiemann
001-113428,9304/05,CASE OF BIRZESCU AND OTHERS v. ROMANIA,Romania,ro,"6, p1-1",2012,25/09/2012 00:00:00,Multiple Applicants,True,2,0,"6, p1-1",,False,Alvina Gyulumyan,4,Alvina Gyulumyan|Ineta Ziemele|Kristina Pardalos|Marialena Tsirli
001-60021,24430/94,CASE OF LANZ v. AUSTRIA,Austria,at,"6, 5, 41",2002,31/01/2002 00:00:00,Individual,True,4,0,"5-4, 6-3-c, 6-3-b, 6-1",,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrsF. Tulkens|MrG. Bonello|MrE. Levits|MrsS. Botoucharova|MrA. Kovler|MrsE. Steiner|Mr E. Fribergh
001-70136,36536/02,CASE OF B. AND L. v. THE UNITED KINGDOM,United Kingdom,gb,"12, 14, 41",2005,13/09/2005 00:00:00,Individual,True,1,0,12,,True,MrJ. Casadevall,8,MrJ. Casadevall|SirNicolas Bratza|MrG. Bonello|MrR. Maruste|MrS. Pavlovschi|MrL. Garlicki|MrJ. Borrego Borrego|Mr M. O'Boyle
001-84811,17408/04,CASE OF TUNCA v. TURKEY,Turkey,tr,6,2008,31/01/2008 00:00:00,Individual,True,1,0,6-1,,False,Boštjan M. Zupančič,7,Boštjan M. Zupančič|Corneliu Bîrsan|Riza Türmen|Elisabet Fura-Sandström|Alvina Gyulumyan|David Thór Björgvinsson|Isabelle Berro-Lefèvre
001-188997,24705/16;24818/16,CASE OF BERARDI AND MULARONI v. SAN MARINO,San Marino,sm,7,2019,10/01/2019 00:00:00,Individual,False,0,1,,7,False,Linos-Alexandre Sicilianos,8,Linos-Alexandre Sicilianos|Aleš Pejchal|Krzysztof Wojtyczek|Armen Harutyunyan|Tim Eicke|Jovan Ilievski|Gilberto Felici|Abel Campos
001-72680,38287/02,CASE OF VAN GLABEKE v. FRANCE,France,fr,"5, 41",2006,07/03/2006 00:00:00,Individual,True,1,0,5,,True,András Baka,8,András Baka|Jean-Paul Costa|Rıza Türmen|Karel Jungwiert|Mindia Ugrekhelidze|Antonella Mularoni|Elisabet Fura-Sandström|Sally Dollé
001-159211,1176/10,CASE OF KRISTIANSEN v. NORWAY,Norway,no,"6, 41",2015,17/12/2015 00:00:00,Individual,True,1,0,6,,True,Angelika Nußberger,8,Angelika Nußberger|Khanlar Hajiyev|Erik Møse|André Potocki|Yonko Grozev|Síofra O’Leary|Carlo Ranzoni|Claudia Westerdiek
001-203183,688/11,CASE OF GAYEVA v. RUSSIA,Russian Federation,ru,"5, 2, 3",2020,23/06/2020 00:00:00,Individual,True,3,0,"2, 3, 5",,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Gilberto Felici|Olga Chernishova
001-87562,37354/03,CASE OF LIMASOVY v. RUSSIA,Russian Federation,ru,"6, p1-1",2008,22/07/2008 00:00:00,Individual,True,2,0,"6, p1-1",,False,Josep Casadevall,8,Josep Casadevall|Elisabet Fura-Sandström|Corneliu Bîrsan|Anatoly Kovler|Alvina Gyulumyan|Egbert Myjer|Ineta Ziemele| Quesada
001-67948,28954/02,CASE OF RASH v. RUSSIA,Russian Federation,ru,"6, 13, 29, 41",2005,13/01/2005 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrP. Lorenzen|MrsN. Vajić|MrsS. Botoucharova|MrA. Kovler|MrK. Hajiyev|Mr S. Nielsen
001-77404,36369/04,CASE OF PIVNENKO v. UKRAINE,Ukraine,ua,"35, 6, 34, 13, 41, p1-1, 29",2006,12/10/2006 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrJ. Borrego Borrego|MrsR. Jaeger|Mrs C. Westerdiek
001-91308,3811/02,CASE OF DENISENKO AND BOGDANCHIKOV v. RUSSIA,Russian Federation,ru,"3, 5",2009,12/02/2009 00:00:00,Individual,True,1,1,3,5,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-114778,38380/08,CASE OF V.K. v. CROATIA,Croatia,hr,"35, 12, 6, 13, 41",2012,27/11/2012 00:00:00,Individual,True,3,0,"6, 12, 13",,True,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Elisabeth Steiner|Nina Vajić|Mirjana Lazarova Trajkovska|Julia Laffranque|Linos-Alexandre Sicilianos|Erik Møse|Søren Nielsen
001-199266,44689/10;52334/18;1333/19;10433/19,CASE OF SHCHERBAK AND OTHERS v. UKRAINE,Ukraine,ua,"6, 13",2019,19/12/2019 00:00:00,Multiple Applicants,True,3,0,"6, 6-1, 13",,False,Gabriele Kucsko-Stadlmayer,4,Gabriele Kucsko-Stadlmayer|Mārtiņš Mits|Lәtif Hüseynov|Liv Tigerstedt
001-101915,7782/04,CASE OF KOVALEVA v. RUSSIA,Russian Federation,ru,"3, 6, 5",2010,02/12/2010 00:00:00,Individual,True,4,0,"3, 5-3, 5-4, 6-1",,False,Christos Rozakis,8,Christos Rozakis|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|André Wampach
001-86280,36283/02,CASE OF KIRICHENKO AND BELINSKIY v. UKRAINE,Ukraine,ua,6,2008,15/05/2008 00:00:00,Individual,True,1,0,6,,False,,8,The European Court of Human Rights (Fifth Section)|Karel Jungwiert|Volodymyr Butkevych|Renate Jaeger|Mark Villiger|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Claudia Westerdiek
001-147600,23463/04,CASE OF ŚLUSARCZYK v. POLAND,Poland,pl,"3, 8, 5",2014,28/10/2014 00:00:00,Individual,True,3,1,"3, 5, 8",5,False,Ineta Ziemele,8,Ineta Ziemele|Päivi Hirvelä|George Nicolaou|Ledi Bianku|Nona Tsotsoria|Krzysztof Wojtyczek|Faris Vehabović|Fatoş Aracı
001-79320,33706/05,CASE OF LYUDMILA ALEKSENTSEVA v. RUSSIA,Russian Federation,ru,"6, p1-1",2007,01/02/2007 00:00:00,Individual,True,2,0,"p1-1, 6",,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrA. Kovler|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-108436,22251/07,CASE OF G.R. v. THE NETHERLANDS,Netherlands,nl,"13, 8",2012,10/01/2012 00:00:00,Individual,True,2,0,"8, 13",,False,Josep Casadevall,8,Josep Casadevall|Corneliu Bîrsan|Egbert Myjer|Ján Šikuta|Ineta Ziemele|Nona Tsotsoria|Kristina Pardalos|Marialena Tsirli
001-156062,35786/04,CASE OF BOLOTINY v. RUSSIA,Russian Federation,ru,"6, p1-1",2015,16/07/2015 00:00:00,Individual,True,2,0,"6, p1-1",,False,Khanlar Hajiyev,4,Khanlar Hajiyev|Erik Møse|Dmitry Dedov|André Wampach
001-109807,19508/07,CASE OF GRANOS ORGANICOS NACIONALES S.A. v. GERMANY,Germany,de,"6, 14",2012,22/03/2012 00:00:00,Individual,False,0,3,,"6, 6-1, 14",False,Dean Spielmann,8,Dean Spielmann|Boštjan M. Zupančič|Mark Villiger|Ann Power-Forde|Ganna Yudkivska|Angelika Nußberger|André Potocki|Claudia Westerdiek
001-58242,25644/94,CASE OF T.W. v. MALTA,Malta,mt,"35, 41, 5",1999,29/04/1999 00:00:00,Individual,True,1,0,5-3,,True,MrL. Wildhaber,14,MrL. Wildhaber|MrsE. Palm|MrA. Pastor Ridruejo|MrG. Bonello|MrJ. Makarczyk|MrP. Kūris|MrR. Türmen|MrsF. Tulkens|MrsV. Strážnická|MrM. Fischbach|MrJ. Casadevall|MrsH.S. Greve|MrA. Baka|MrsS. Botoucharova
001-106551,31725/04,CASE OF BADILA v. ROMANIA,Romania,ro,3,2011,04/10/2011 00:00:00,Individual,True,1,0,3,,False,Josep Casadevall,8,Josep Casadevall|Corneliu Bîrsan|Egbert Myjer|Ján Šikuta|Ineta Ziemele|Nona Tsotsoria|Kristina Pardalos|Marialena Tsirli
001-140242,15152/12,CASE OF VEISS v. LATVIA,Latvia,lv,6,2014,28/01/2014 00:00:00,Individual,True,1,0,6,,False,Päivi Hirvelä,8,Päivi Hirvelä|Ineta Ziemele|George Nicolaou|Ledi Bianku|Zdravka Kalaydjieva|Krzysztof Wojtyczek|Faris Vehabović|Fatoş Aracı
001-156085,52045/13,CASE OF JOVIČIĆ v. SLOVENIA,Slovenia,si,"6, 13",2015,16/07/2015 00:00:00,Individual,True,2,0,"6, 13",,False,Helena Jäderblom,3,Helena Jäderblom|Boštjan M. Zupančič|Aleš Pejchal
001-102400,13453/07,CASE OF WITEK v. POLAND,Poland,pl,5,2010,21/12/2010 00:00:00,Individual,True,2,1,"5-1, 5-4",5-1,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Ljiljana Mijović|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Vincent A. de Gaetano|Lawrence Early
001-161411,6287/10,CASE OF HAMMERTON v. THE UNITED KINGDOM,United Kingdom,gb,"35, 5, 13, 34, 41, 6",2016,17/03/2016 00:00:00,Individual,True,2,1,"6-3-c, 13",5,True,Mirjana Lazarova Trajkovska,8,Mirjana Lazarova Trajkovska|Linos-Alexandre Sicilianos|Paul Mahoney|Aleš Pejchal|Robert Spano|Armen Harutyunyan|Pauliine Koskelo|André Wampach
001-61286,63408/00,CASE OF FERRONI ROSSI v. ITALY,Italy,it,"6, 41, p1-1",2003,31/07/2003 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrP. Lorenzen|MrG. Bonello|MrsN. Vajić|MrsS. Botoucharova|MrV. Zagrebelsky|MrsE. Steiner|Mr S. Nielsen
001-157281,29699/09,CASE OF SERGEYEV v. RUSSIA,Russian Federation,ru,6,2015,17/09/2015 00:00:00,Individual,True,1,0,6-3-c,,False,Khanlar Hajiyev,4,Khanlar Hajiyev|Julia Laffranque|Erik Møse|André Wampach
001-58494,38695/97,CASE OF GARCÍA MANIBARDO v. SPAIN,Spain,es,"6, 41",2000,15/02/2000 00:00:00,Individual,True,1,0,6-1,,True,MrM. Pellonpää,8,MrM. Pellonpää|MrG. Ress|MrA. Pastor Ridruejo|MrJ. Makarczyk|MrI. Cabral Barreto|MrV. Butkevych|MrsN. Vajić|Mr V. Berger
001-200044,74542/12,CASE OF ASIMIONESE v. THE REPUBLIC OF MOLDOVA,"Moldova, Republic of",md,6,2020,07/01/2020 00:00:00,Individual,True,1,0,6,,False,Egidijus Kūris,4,Egidijus Kūris|Valeriu Griţco|Darian Pavli|Hasan Bakırcı
001-118733,45117/08,"CASE OF BALAŽOSKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,"6, 41",2013,25/04/2013 00:00:00,Individual,True,1,0,6,,True,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Julia Laffranque|Linos-Alexandre Sicilianos|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-61925,74976/01,CASE OF EASTAWAY v. THE UNITED KINGDOM,United Kingdom,gb,"6, 41",2004,20/07/2004 00:00:00,Individual,True,1,0,6-1,,True,MrM. Pellonpää,8,MrM. Pellonpää|SirNicolas Bratza|MrsV. Strážnická|MrR. Maruste|MrS. Pavlovschi|MrL. Garlicki|MrJ. Borrego Borrego|Ms F. Elens-Passos
001-85472,35760/06,CASE OF WILCZYNSKI v. POLAND,Poland,pl,6,2008,18/03/2008 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Päivi Hirvelä|Ledi Bianku|Lawrence Early
001-75840,22892/03,CASE OF BAKIYEVETS v. RUSSIA,Russian Federation,ru,"6, 13, 29",2006,15/06/2006 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrA. Kovler|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-87229,15435/03,CASE OF SHULEPOV v. RUSSIA,Russian Federation,ru,"6, 29, 41",2008,26/06/2008 00:00:00,Individual,True,2,0,"6-3-c, 6-1",,True,Peer Lorenzen,8,Peer Lorenzen|Rait Maruste|Karel Jungwiert|Volodymyr Butkevych|Anatoly Kovler|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Claudia Westerdiek
001-167125,62507/12,CASE OF ČERVENKA v. THE CZECH REPUBLIC,Czechia,cz,"35, 5, 41",2016,13/10/2016 00:00:00,Individual,True,1,0,5,,True,Mirjana Lazarova Trajkovska,8,Mirjana Lazarova Trajkovska|Ledi Bianku|Kristina Pardalos|Aleš Pejchal|Armen Harutyunyan|Pauliine Koskelo|Tim Eicke|Abel Campos
001-77657,4451/02,CASE OF KAYA AND OTHERS v. TURKEY,Turkey,tr,"2, 35, 5, 13, 41, 6",2006,24/10/2006 00:00:00,Multiple Applicants,True,2,2,"2, 13","2, 5",True,MrJ.-P. Costa,7,MrJ.-P. Costa|MrA.B. Baka|MrR. Türmen|MrM. Ugrekhelidze|MrsA. Mularoni|MrsE. Fura-Sandström|Mrs S. Dollé
001-98473,26839/05,CASE OF KENNEDY v. THE UNITED KINGDOM,United Kingdom,gb,"6, 13, 34, 8",2010,18/05/2010 00:00:00,Individual,False,0,3,,"8, 6-1, 13",True,Lech Garlicki,8,Lech Garlicki|Nicolas Bratza|Giovanni Bonello|Ljiljana Mijović|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Lawrence Early
001-88818,21088/06,CASE OF ORLOVA  v. RUSSIA,Russian Federation,ru,6,2008,09/10/2008 00:00:00,Individual,True,1,0,6,,False,Nina Vajić,8,Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|André Wampach
001-59855,28291/95,CASE OF KANBUR v. TURKEY,Turkey,tr,"6, 35, 41",2001,30/10/2001 00:00:00,Individual,True,1,0,6-1,,True,MrsE. Palm,8,MrsE. Palm|MrL. Ferrari Bravo|MrGaukur Jörundsson|MrB. Zupančič|MrT. Panţîru|MrR. Maruste|MrF. Gölcüklü|and Mr M. O’Boyle
001-183128,846/16;1075/16,CASE OF ZELENCHUK AND TSYTSYURA v. UKRAINE,Ukraine,ua,"p1-1, 46, 41",2018,22/05/2018 00:00:00,Individual,True,1,0,p1-1,,True,Vincent A. De Gaetano,8,Vincent A. De Gaetano|Ganna Yudkivska|Paulo Pinto de Albuquerque|Faris Vehabović|Georges Ravarani|Marko Bošnjak|Péter Paczolay|Marialena Tsirli
001-159778,39380/13,CASE OF VRTAR v. CROATIA,Croatia,hr,"6, 13",2016,07/01/2016 00:00:00,Individual,True,2,0,"6, 13",,False,Khanlar Hajiyev,7,Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Paulo Pinto de Albuquerque|Linos-Alexandre Sicilianos|Ksenija Turković|Dmitry Dedov
001-107563,19213/04,CASE OF TSYGONIY v. UKRAINE,Ukraine,ua,"3, 46, 5, 13, 41",2011,24/11/2011 00:00:00,Individual,True,5,0,"3, 5-1, 5-3, 5-4, 13",,True,Dean Spielmann,8,Dean Spielmann|Elisabet Fura|Karel Jungwiert|Boštjan M. Zupančič|Mark Villiger|Ganna Yudkivska|Angelika Nußberger|Claudia Westerdiek
001-97621,18487/03,CASE OF KHAMETSHIN v. RUSSIA,Russian Federation,ru,6,2010,04/03/2010 00:00:00,Individual,False,0,2,,"6-1, 6-3-d",False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Dean Spielmann|Sverre Erik Jebens|Søren Nielsen
001-108017,38765/05,CASE OF OLEYNIKOVA v. UKRAINE,Ukraine,ua,2,2011,15/12/2011 00:00:00,Individual,True,1,0,2,,False,Dean Spielmann,8,Dean Spielmann|Elisabet Fura|Karel Jungwiert|Boštjan M. Zupančič|Mark Villiger|Ganna Yudkivska|Angelika Nußberger|Claudia Westerdiek
001-61224,33113/96,CASE OF D'OTTAVI v. ITALY,Italy,it,"6, p1-1, 41",2003,17/07/2003 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,7,MrC.L. Rozakis|MrP. Lorenzen|MrG. Bonello|MrsF. Tulkens|MrsN. Vajić|MrE. Levits|MrG. Raimondi
001-150785,5682/06,CASE OF SERGEY ZUBAREV v. RUSSIA,Russian Federation,ru,"6, 35",2015,05/02/2015 00:00:00,Individual,False,0,1,,6,True,Isabelle Berro,8,Isabelle Berro|Julia Laffranque|Paulo Pinto de Albuquerque|Linos-Alexandre Sicilianos|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-111394,9106/06,CASE OF GENDERDOC-M v. MOLDOVA,"Moldova, Republic of",md,"13, 14, 11",2012,12/06/2012 00:00:00,Individual,True,5,0,"11, 11, 13, 11, 14",,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Egbert Myjer|Ján Šikuta|Ineta Ziemele|Luis López Guerra|Kristina Pardalos|Santiago Quesada
001-186450,27228/14,CASE OF KOBAŠ v. CROATIA,Croatia,hr,6,2018,04/10/2018 00:00:00,Individual,True,1,0,6-3-c,,False,Aleš Pejchal,4,Aleš Pejchal|Armen Harutyunyan|Jovan Ilievski|Renata Degener
001-90248,53025/99,CASE OF FRANKOWICZ v. POLAND,Poland,pl,"35, 6, 10, 41, 29",2008,16/12/2008 00:00:00,Individual,True,1,1,10,6-1,True,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Ljiljana Mijović|David Thór Björgvinsson|Ján Šikuta|Päivi Hirvelä|Mihai Poalelungi|Lawrence Early
001-75337,18249/02,CASE OF C. v. FINLAND,Finland,fi,"6, 41, 8",2006,09/05/2006 00:00:00,Individual,True,1,1,8,8,True,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrM. Pellonpää|MrR. Maruste|MrK. Traja|MsL. Mijović|MrJ. Šikuta|Mr M. O’Boyle
001-94119,22922/03,CASE OF HALİL KAYA v. TURKEY,Turkey,tr,6,2009,22/09/2009 00:00:00,Individual,True,1,0,6,,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popović|András Sajó|Işıl Karakaş|Sally Dollé
001-70021,65899/01,CASE OF TANIŞ AND OTHERS v. TURKEY,Turkey,tr,"2, 5, 13, 38, 3",2005,02/08/2005 00:00:00,Multiple Applicants,True,5,0,"38, 2, 3, 5, 13",,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrR. Türmen|MrM. Pellonpää|MrR. Maruste|MrS. Pavlovschi|MrJ. Borrego Borrego|Mr M. O'Boyle
001-155815,72287/10,CASE OF RUTKOWSKI AND OTHERS v. POLAND,Poland,pl,"35, 6, 46, 13, 41",2015,07/07/2015 00:00:00,Multiple Applicants,True,2,0,"6, 13",,True,,0,
001-85559,11564/02,CASE OF HACI ZEKİ UZUN v. TURKEY,Turkey,tr,5,2008,27/03/2008 00:00:00,Individual,True,1,0,5,,False,,0,
001-57495,8966/80,CASE OF GODDI v. ITALY,Italy,it,"6, 41",1984,09/04/1984 00:00:00,Individual,True,1,0,6-3-c,,True,Mr. G. WIARDA,1,Mr. G. WIARDA
001-110902,30720/09,CASE OF H.N. v. SWEDEN,Sweden,se,"2, 3",2012,15/05/2012 00:00:00,Individual,False,0,2,,"2, 3",False,Dean Spielmann,8,Dean Spielmann|Elisabet Fura|Karel Jungwiert|Mark Villiger|Ann Power-Forde|Ganna Yudkivska|André Potocki|Claudia Westerdiek
001-172455,1065/06,CASE OF ELLIS v. TURKEY,Turkey,tr,"6, p1-1",2017,04/04/2017 00:00:00,Individual,True,2,0,"6, p1-1",,False,Nebojša Vučinić,4,Nebojša Vučinić|Valeriu Griţco|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-95077,27865/06,CASE OF PLEMYANOVA v. RUSSIA,Russian Federation,ru,6,2009,15/10/2009 00:00:00,Individual,True,1,0,6,,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Giorgio Malinverni|George Nicolaou|André Wampach
001-166963,55594/13,CASE OF W.P. v. GERMANY,Germany,de,"7, 5",2016,06/10/2016 00:00:00,Individual,False,0,2,,"5, 7",False,Ganna Yudkivska,8,Ganna Yudkivska|Angelika Nußberger|Khanlar Hajiyev|Erik Møse|Faris Vehabović|Síofra O’Leary|Carlo Ranzoni|Milan Blaško
001-93600,16854/03,CASE OF TSARKOV v. RUSSIA,Russian Federation,ru,5,2009,16/07/2009 00:00:00,Individual,True,1,0,5,,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-100513,32310/08,"CASE OF POPOVA and other ""Privileged pensioners"" v. RUSSIA",Russian Federation,ru,6,2010,23/09/2010 00:00:00,Individual,True,1,0,6-1,,False,Nina Vajić,3,Nina Vajić|Khanlar Hajiyev|André Wampach
001-95191,25924/06,CASE OF NOWINSKI v. POLAND,Poland,pl,6,2009,20/10/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|David Thór Björgvinsson|Ledi Bianku|Mihai Poalelungi|Lawrence Early
001-145354,8589/08,CASE OF M.S. v. RUSSIA,Russian Federation,ru,"13, 3, 34",2014,10/07/2014 00:00:00,Individual,True,2,2,"3, 13","3, 34",False,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Paulo Pinto de Albuquerque|Erik Møse|Dmitry Dedov|André Wampach
001-60344,48297/99,CASE OF BUTKEVICIUS v. LITHUANIA,Lithuania,lt,"6, 5, 41",2002,26/03/2002 00:00:00,Individual,True,3,0,"5-1, 5-4, 6-2",,True,MrJ.-P. Costa,7,MrJ.-P. Costa|MrL. Loucaides|MrC. Bîrsan|MrK. Jungwiert|MrV. Butkevych|MrsW. Thomassen|Mrs S. Dollé
001-205179,28814/19;32428/19;63432/19,CASE OF KISHÁZI AND OTHERS v. HUNGARY,Hungary,hu,"6, 13",2020,22/10/2020 00:00:00,Multiple Applicants,True,3,0,"6, 6-1, 13",,False,Stéphanie Mourou-Vikström,4,Stéphanie Mourou-Vikström|Georges Ravarani|Jolien Schukking|Liv Tigerstedt
001-112305,55167/11,CASE OF WALDEMAR NOWAKOWSKI v. POLAND,Poland,pl,"p1-1, 41",2012,24/07/2012 00:00:00,Individual,True,1,0,p1-1,,True,David Thór Björgvinsson,8,David Thór Björgvinsson|Lech Garlicki|Päivi Hirvelä|George Nicolaou|Ledi Bianku|Zdravka Kalaydjieva|Vincent A. De Gaetano|Fatoş Aracı
001-70698,19589/02,CASE OF PARKHOMOV v. RUSSIA,Russian Federation,ru,"35, 6, 34, 41, p1-1, 29",2005,20/10/2005 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,7,MrC.L. Rozakis|MrP. Lorenzen|MrsN. Vajić|MrsS. Botoucharova|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev
001-181858,32045/10,CASE OF CHRISTIAN BAPTIST CHURCH IN WROCŁAW v. POLAND,Poland,pl,"35, 6, 41, p1-1",2018,05/04/2018 00:00:00,Individual,True,1,1,6,6,True,Linos-Alexandre Sicilianos,8,Linos-Alexandre Sicilianos|Kristina Pardalos|Krzysztof Wojtyczek|Ksenija Turković|Armen Harutyunyan|Pauliine Koskelo|Jovan Ilievski|Abel Campos
001-83301,18957/03,CASE OF RUDYSH v. UKRAINE,Ukraine,ua,6,2007,15/11/2007 00:00:00,Individual,True,1,0,6-1,,False,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrM. Villiger|Mrs C. Westerdiek
001-187241,50606/08;27066/09;58253/10;52167/11;62560/11;77744/11;2679/12;27987/12;39694/12;79940/12,CASE OF MEZHIDOVY AND OTHERS v. RUSSIA,Russian Federation,ru,"2, 13, 3, 5",2018,23/10/2018 00:00:00,Multiple Applicants,True,7,0,"2, 3, 5, 2, 13, 3, 13",,False,Branko Lubarda,4,Branko Lubarda|Pere Pastor Vilanova|Georgios A. Serghides|Fatoş Aracı
001-108867,2330/09,"CASE OF SINDICATUL ""PĂSTORUL CEL BUN"" v. ROMANIA",Romania,ro,"11, 41",2012,31/01/2012 00:00:00,Individual,True,1,0,11,,True,Josep Casadevall,8,Josep Casadevall|Egbert Myjer|Ján Šikuta|Ineta Ziemele|Nona Tsotsoria|Mihai Poalelungi|Kristina Pardalos|Santiago Quesada
001-166928,53139/11,CASE OF DO CARMO DE PORTUGAL E CASTRO CÂMARA v. PORTUGAL,Portugal,pt,10,2016,04/10/2016 00:00:00,Individual,True,1,0,10,,False,András Sajó,8,András Sajó|Nona Tsotsoria|Paulo Pinto de Albuquerque|Krzysztof Wojtyczek|Egidijus Kūris|Gabriele Kucsko-Stadlmayer|Marko Bošnjak|Andrea Tamietti
001-147886,64385/12,CASE OF HAVAS v. HUNGARY,Hungary,hu,6,2014,13/11/2014 00:00:00,Individual,True,1,0,6,,False,Helen Keller,4,Helen Keller|András Sajó|Robert Spano|Abel Campos
001-100359,36446/04,CASE OF FLAVIU AND DALIA SERBAN v. ROMANIA,Romania,ro,6,2010,14/09/2010 00:00:00,Individual,True,1,0,6-1,,False,Josep Casadevall,8,Josep Casadevall|Corneliu Bîrsan|Boštjan M. Zupančič|Egbert Myjer|Ineta Ziemele|Luis López Guerra|Ann Power|Santiago Quesada
